    0.575870011101805517E+02    0.140563791607340942E+02    0.141431106971259961E+02    0.100018530083959467E+01    0.521697711725003366E+01    0.258135071168645869E+01    0.197170978781062933E+01   -0.518993196326624777E+06
    0.575769797678469857E+02    0.140923525348390850E+02    0.141121092950481959E+02    0.100036470702430402E+01    0.625418637569552160E+01    0.154416112964329799E+01    0.198598369306068689E+01   -0.518991832440330123E+06
    0.575815608852285123E+02    0.140989393663174969E+02    0.140562775979095882E+02    0.100030170639243199E+01    0.589494631782547351E+01    0.190209308678023659E+01    0.200817358892581677E+01   -0.518991790076809062E+06
    0.575860301393373533E+02    0.141277979601839725E+02    0.139888331149888039E+02    0.100016409353756908E+01    0.621970187981819400E+01    0.158189714778774659E+01    0.197371938015056858E+01   -0.518991775587367360E+06
    0.575759979033695473E+02    0.141626743592410058E+02    0.139352796060178772E+02    0.100006399467373019E+01    0.558048492381988925E+01    0.222293896987999418E+01    0.197360784749614582E+01   -0.518991502567427931E+06
    0.575787144658742136E+02    0.140946509972194196E+02    0.141148462471872360E+02    0.100016707063163368E+01    0.621760013028579550E+01    0.157201943638816655E+01    0.199627816156790105E+01   -0.518991234078146983E+06
    0.575812103360241068E+02    0.143453779345746639E+02    0.140276258031047867E+02    0.100005159777252173E+01    0.198010504784257746E+01    0.580938559163545687E+01    0.199062426548184357E+01   -0.518991165589968034E+06
    0.575821272461706357E+02    0.144228564188004551E+02    0.140018751160311261E+02    0.100004060260574446E+01    0.186734660652338613E+01    0.593186640795092313E+01    0.200286146819890387E+01   -0.518990651529219467E+06
    0.575856908761978445E+02    0.141385235000114289E+02    0.140605042910808038E+02    0.100022428241011996E+01    0.448407457860181324E+01    0.331469095703581962E+01    0.199189648033774036E+01   -0.518990606693947921E+06
    0.575824934530676202E+02    0.143557135070568300E+02    0.140177904833009137E+02    0.100012305532999668E+01    0.167885065162916702E+01    0.612332399876755140E+01    0.197074582881408156E+01   -0.518990512357124069E+06
    0.575847580003475059E+02    0.142551369177392377E+02    0.140529955936431250E+02    0.100007783693155861E+01    0.182605271123844259E+01    0.596154547760838671E+01    0.201125484253190123E+01   -0.518990330917227315E+06
    0.575746773765893565E+02    0.140838783921486961E+02    0.141456933486330509E+02    0.100013032460631512E+01    0.668691766655243658E+01    0.111673482876839003E+01    0.197958972284355061E+01   -0.518990261056848860E+06
    0.575820039716344922E+02    0.141236591862063570E+02    0.140867063961968952E+02    0.100036698592673035E+01    0.152228671786244973E+01    0.627394219669818565E+01    0.199048523245727571E+01   -0.518990053190900828E+06
    0.575769963206237207E+02    0.141418625735301617E+02    0.139324364333628310E+02    0.100008352372193432E+01    0.558474172900115473E+01    0.221880260672318741E+01    0.198960811559378592E+01   -0.518990037269990775E+06
    0.575765171840140226E+02    0.141911342670461735E+02    0.140168033215928709E+02    0.100010392300629647E+01    0.400375161202397845E+01    0.379157454068623245E+01    0.199794790217014784E+01   -0.518989729818281776E+06
    0.575870621530119706E+02    0.141227348735847844E+02    0.138693607977206579E+02    0.100007048866697890E+01    0.647378316356255912E+01    0.132731426908581507E+01    0.199820166548076128E+01   -0.518989728678936954E+06
    0.575839944411807494E+02    0.141530761397575446E+02    0.140113623081327034E+02    0.100033686516052511E+01    0.483060382074648231E+01    0.296576598746683340E+01    0.199679727478717339E+01   -0.518989724057659623E+06
    0.575796752649524990E+02    0.139809521361055253E+02    0.141893572975066817E+02    0.100005684424549157E+01    0.371704421569817089E+01    0.407610630072073654E+01    0.200530714996064940E+01   -0.518989717945615412E+06
    0.575746884469476328E+02    0.140634115987103065E+02    0.142030397039885674E+02    0.100011286316118819E+01    0.559202211535500382E+01    0.220208935237698089E+01    0.199806373904023271E+01   -0.518989688108796778E+06
    0.575890470249530040E+02    0.139861595358451840E+02    0.141641685511000563E+02    0.100012655146895457E+01    0.301476451312862848E+01    0.478505104085636113E+01    0.197775954509288954E+01   -0.518989679553402413E+06
    0.575899508642495448E+02    0.141543615206946107E+02    0.140687611203012928E+02    0.100021386957706704E+01    0.323309222516561734E+01    0.455843261169306402E+01    0.201786541392004004E+01   -0.518989660126706120E+06
    0.575856769900279701E+02    0.140996255132750559E+02    0.141120384163844310E+02    0.100015077043397560E+01    0.309223134855685045E+01    0.469679174840107017E+01    0.202151529649575412E+01   -0.518989617710430990E+06
    0.575803642346900446E+02    0.139639121939568369E+02    0.142727302843509900E+02    0.100003842002611054E+01    0.471100976169588748E+01    0.309393383095930474E+01    0.197569680666658321E+01   -0.518989582320066460E+06
    0.575944898902414693E+02    0.139017893200356255E+02    0.141577366117310213E+02    0.100006076885339290E+01    0.162365621214813327E+01    0.616752791612042905E+01    0.201113588689509726E+01   -0.518989562854554853E+06
    0.575913113099279599E+02    0.141135917477342261E+02    0.140824713164233053E+02    0.100018753498538127E+01    0.534007271090462421E+01    0.244966825293876944E+01    0.200615518433985063E+01   -0.518989554244687955E+06
    0.575875377946689042E+02    0.140500121499942381E+02    0.142515941911473707E+02    0.100005565598718049E+01    0.569594243303695524E+01    0.209112119083928194E+01    0.201026650761489201E+01   -0.518989500687731081E+06
    0.575884517935228502E+02    0.140421306202852616E+02    0.143629456059649847E+02    0.100002749482476760E+01    0.665483512184169168E+01    0.113760871119315388E+01    0.200033021169784853E+01   -0.518989499939670495E+06
    0.575891488999695724E+02    0.142874125637841871E+02    0.140706169028421364E+02    0.100001369341028123E+01    0.141508776781808931E+01    0.637111254534235094E+01    0.201990699413711106E+01   -0.518989498369356268E+06
    0.575854341415650737E+02    0.139820348478206107E+02    0.141560926178826865E+02    0.100006490514253499E+01    0.240057801428927942E+01    0.538834298722967642E+01    0.199184991608852746E+01   -0.518989478185562359E+06
    0.575774416530788073E+02    0.139033848472078603E+02    0.141315669716248316E+02    0.100006138709517600E+01    0.157273877208719659E+01    0.623230098707112923E+01    0.198765706722349411E+01   -0.518989458600206126E+06
    0.575817257204830497E+02    0.141654235431095703E+02    0.139385062155472319E+02    0.100000114058649814E+01    0.585832919974657607E+01    0.193969941789689049E+01    0.200179869561373902E+01   -0.518989158243796846E+06
    0.575852818252682965E+02    0.140119017678669397E+02    0.143356834999249809E+02    0.100011038758875226E+01    0.590419628073239355E+01    0.189896386076938706E+01    0.198653268538233041E+01   -0.518989155547533068E+06
    0.575787381160240201E+02    0.139298420524260180E+02    0.141267012294324132E+02    0.100007183622398843E+01    0.107040932176427206E+01    0.672479737320149784E+01    0.201538918858652627E+01   -0.518989036630810297E+06
    0.575809044121446476E+02    0.139650664298890295E+02    0.143426484680992434E+02    0.100005328681985772E+01    0.503828273035791696E+01    0.275773601653570566E+01    0.198264278002992222E+01   -0.518989024002354650E+06
    0.575954342137779491E+02    0.141415722416548579E+02    0.140243605078707727E+02    0.100001556964534921E+01    0.468250859098108307E+01    0.311713107168883141E+01    0.200775624936046793E+01   -0.518989019109364657E+06
    0.575782315698823055E+02    0.141848146749938255E+02    0.139886506011468281E+02    0.100010403023083061E+01    0.405984182548045247E+01    0.374375414072086077E+01    0.197412259822639369E+01   -0.518988997370162106E+06
    0.575742494265372784E+02    0.141959908788950617E+02    0.140547830837181031E+02    0.100007059913645358E+01    0.245662344605434901E+01    0.533666685590981071E+01    0.199181864776795070E+01   -0.518988963255085459E+06
    0.575795706959820563E+02    0.140370270352067088E+02    0.142718598218655277E+02    0.100006272057748546E+01    0.619939564509891561E+01    0.160177429421703144E+01    0.196825562946927501E+01   -0.518988863408247533E+06
    0.575813415237428785E+02    0.139255570265845865E+02    0.142908991093077020E+02    0.100009155767903435E+01    0.420302386787458460E+01    0.359602495256831922E+01    0.198906767997068323E+01   -0.518988841007256531E+06
    0.575894181555098683E+02    0.141371899161899073E+02    0.139541657500528284E+02    0.100003910965892295E+01    0.644933844965323289E+01    0.133759988542195307E+01    0.201678648117884052E+01   -0.518988828442280879E+06
    0.575856310372822264E+02    0.142317101898492098E+02    0.140889064272600226E+02    0.100001799101904520E+01    0.107821288428235129E+01    0.670865335539484509E+01    0.199789811164778386E+01   -0.518988828074513876E+06
    0.575835268193140024E+02    0.141338137133201975E+02    0.140177514210849559E+02    0.100004768789477860E+01    0.445948694087275932E+01    0.334345834191957003E+01    0.200643348252072684E+01   -0.518988802828217624E+06
    0.575897467750540812E+02    0.141295219154138110E+02    0.140860506969191377E+02    0.100001103758209253E+01    0.309317236927550399E+01    0.470342205055433205E+01    0.197600401397840475E+01   -0.518988738817256759E+06
    0.575906153771011802E+02    0.140260187108986596E+02    0.143508101227053846E+02    0.100001545043160966E+01    0.621604049437693096E+01    0.158535974763847509E+01    0.200571601668003519E+01   -0.518988670932336769E+06
    0.575878022490041630E+02    0.141595249606141724E+02    0.140143625110019840E+02    0.100003223486731585E+01    0.378317236243876831E+01    0.402012311799755739E+01    0.200512859422228207E+01   -0.518988632721505710E+06
    0.575837616407059869E+02    0.139527928973885036E+02    0.142925832908429555E+02    0.100000382516538422E+01    0.457804457143413934E+01    0.321654277514365416E+01    0.201242486938303644E+01   -0.518988570074173913E+06
    0.575884481806627306E+02    0.140231674244550977E+02    0.143048962022714221E+02    0.100009575822772212E+01    0.546766877040858112E+01    0.232389598469326053E+01    0.201077590070888057E+01   -0.518988560314995528E+06
    0.575921706178788355E+02    0.141634676078949848E+02    0.139892281489403292E+02    0.100008175461074877E+01    0.471404538809831841E+01    0.307947266216534743E+01    0.201708413484435045E+01   -0.518988535997118335E+06
    0.575849881814064801E+02    0.140853932897468805E+02    0.141101565295368907E+02    0.100025782716282841E+01    0.418623973534502181E+01    0.361386763658356891E+01    0.199594847878080861E+01   -0.518988526176790474E+06
    0.575840409613741144E+02    0.142327682597099212E+02    0.139675684370250046E+02    0.100002919936221057E+01    0.332991120133108653E+01    0.447291533727658752E+01    0.198254895172199808E+01   -0.518988522628026432E+06
