    0.660334110260009766E+02    0.334160208702087402E+02    0.147249341011047363E+02    0.444858014583587646E+02   -0.358944483746640906E+08   -0.599146350544150419E+01    1
    0.231215357780456543E+02    0.758189797401428223E+02    0.138934618234634399E+02    0.490675777196884155E+02   -0.348757528678566068E+08   -0.599396350544151169E+01    1
    0.517040371894836426E+02    0.176405024528503418E+03    0.139234247803688049E+02    0.480645447969436646E+02   -0.347014696876649782E+08   -0.599646350544151474E+01    1
    0.448001623153686523E+02    0.168875038623809814E+03    0.131764277815818787E+02    0.491022825241088867E+02   -0.340602667364981920E+08   -0.599896350544151957E+01    1
    0.177237474918365479E+03    0.594577908515930176E+02    0.133842802047729492E+02    0.497816562652587891E+02   -0.331137597647181451E+08   -0.600146350544151552E+01    1
    0.145932972431182861E+03    0.152391386032104492E+03    0.122509458661079407E+02    0.489313900470733643E+02   -0.303053381501255110E+08   -0.600396350544151858E+01    1
    0.874045848846435547E+02    0.159940898418426514E+03    0.125093945860862732E+02    0.499061435461044312E+02   -0.302598773483565338E+08   -0.600646350544151630E+01    1
    0.116124165058135986E+03    0.442049145698547363E+02    0.133635789155960083E+02    0.443914800882339478E+02   -0.280170084732617065E+08   -0.600896350544152469E+01    1
    0.150903344154357910E+02    0.166318857669830322E+03    0.131841507554054260E+02    0.469983547925949097E+02   -0.275383914045171440E+08   -0.601146350544151886E+01    1
    0.515782594680786133E+02    0.127767205238342285E+02    0.129004633426666260E+02    0.477383822202682495E+02   -0.273194287034907602E+08   -0.601396350544150859E+01    1
    0.578514218330383301E+02    0.186271989345550537E+03    0.147889941930770874E+02    0.396856158971786499E+02   -0.270548311051149219E+08   -0.601646350544151520E+01    1
    0.174599266052246094E+03    0.658544659614562988E+02    0.120140191912651062E+02    0.458156228065490723E+02   -0.257283637002681531E+08   -0.601896350544151559E+01    1
    0.523197174072265625E+02    0.161481046676635742E+03    0.124902266263961792E+02    0.409141123294830322E+02   -0.257148114397967309E+08   -0.602146350544152753E+01    1
    0.159818398952484131E+03    0.182479214668273926E+03    0.117366743087768555E+02    0.488551408052444458E+02   -0.250741420289684609E+08   -0.602396350544153325E+01    1
    0.887049078941345215E+02    0.683131217956542969E+01    0.130759406089782715E+02    0.472614794969558716E+02   -0.247377837941642068E+08   -0.602646350544152298E+01    1
    0.182539212703704834E+03    0.578829407691955566E+02    0.143082189559936523E+02    0.367287665605545044E+02   -0.245953570789238326E+08   -0.602896350544150561E+01    1
    0.328120589256286621E+02    0.294148445129394531E+02    0.113500303030014038E+02    0.458289414644241333E+02   -0.243927470815662183E+08   -0.603146350544150955E+01    1
    0.194030034542083740E+03    0.875746846199035645E+02    0.139320266246795654E+02    0.441280364990234375E+02   -0.240858533243916035E+08   -0.603396350544152682E+01    1
    0.235893726348876953E+02    0.139134585857391357E+03    0.146128115057945251E+02    0.325504809617996216E+02   -0.234572418962837309E+08   -0.603646350544153165E+01    1
    0.927313208580017090E+02    0.140570521354675293E+03    0.124909445643424988E+02    0.467805236577987671E+02   -0.234039350342973359E+08   -0.603896350544152227E+01    1
    0.672640800476074219E+02    0.104633951187133789E+03    0.126007372140884399E+02    0.486506432294845581E+02   -0.227768757431959100E+08   -0.604146350544151556E+01    1
    0.537720918655395508E+02    0.142362928390502930E+03    0.120455744862556458E+02    0.394582629203796387E+02   -0.221191388228078783E+08   -0.604396350544152039E+01    1
    0.437148451805114746E+02    0.190924167633056641E+02    0.114683988690376282E+02    0.427134960889816284E+02   -0.219654929571778588E+08   -0.604646350544152966E+01    1
    0.378711223602294922E+02    0.835372924804687500E+02    0.107418385148048401E+02    0.458520889282226562E+02   -0.216534036846352331E+08   -0.604896350544152206E+01    1
    0.641785740852355957E+02    0.656316161155700684E+02    0.124959397315979004E+02    0.412828058004379272E+02   -0.215484961698358841E+08   -0.605146350544152156E+01    1
    0.472751498222351074E+02    0.176705813407897949E+03    0.105303400754928589E+02    0.442885071039199829E+02   -0.208970381520485505E+08   -0.605396350544152995E+01    1
    0.929393172264099121E+02    0.191876626014709473E+03    0.133366638422012329E+02    0.392865955829620361E+02   -0.208893400185389519E+08   -0.605646350544151790E+01    1
    0.105686211585998535E+03    0.778492689132690430E+01    0.109939545392990112E+02    0.499395996332168579E+02   -0.207375953792103454E+08   -0.605896350544151829E+01    1
    0.125016295909881592E+03    0.719734430313110352E+02    0.117676055431365967E+02    0.487317174673080444E+02   -0.204035592455546521E+08   -0.606146350544153112E+01    1
    0.198852896690368652E+02    0.409183979034423828E+02    0.131807380914688110E+02    0.331244319677352905E+02   -0.203305358491063416E+08   -0.606396350544153950E+01    1
    0.604060888290405273E+02    0.708593368530273438E+02    0.133991190791130066E+02    0.358542650938034058E+02   -0.201377386542557627E+08   -0.606646350544153368E+01    1
    0.544055104255676270E+02    0.929413557052612305E+02    0.149440428614616394E+02    0.306116908788681030E+02   -0.190660250246009268E+08   -0.606896350544153407E+01    1
    0.130396354198455811E+03    0.198238456249237061E+03    0.142614993453025818E+02    0.377589076757431030E+02   -0.190510659552080072E+08   -0.607146350544153712E+01    1
    0.878093481063842773E+02    0.637796044349670410E+02    0.139244243502616882E+02    0.378585696220397949E+02   -0.190235829912820980E+08   -0.607396350544151886E+01    1
    0.140594732761383057E+03    0.953670263290405273E+02    0.141926622390747070E+02    0.359518319368362427E+02   -0.189071899081499353E+08   -0.607646350544150149E+01    1
    0.821748733520507812E+02    0.184055650234222412E+03    0.104905709624290466E+02    0.431244701147079468E+02   -0.187052244459902681E+08   -0.607896350544150277E+01    1
    0.129169869422912598E+03    0.112792742252349854E+03    0.146007263660430908E+02    0.379989683628082275E+02   -0.184736970292958505E+08   -0.608146350544151737E+01    1
    0.600645065307617188E+02    0.161123049259185791E+03    0.126001462340354919E+02    0.307422697544097900E+02   -0.184487278933526501E+08   -0.608396350544153197E+01    1
    0.151768195629119873E+03    0.329442858695983887E+02    0.872802346944808960E+01    0.492262840270996094E+02   -0.184408624015111737E+08   -0.608646350544153236E+01    1
    0.688660025596618652E+02    0.875108957290649414E+02    0.124008876085281372E+02    0.437546461820602417E+02   -0.181688342766936533E+08   -0.608896350544152032E+01    1
    0.171341812610626221E+03    0.436948418617248535E+02    0.105186018347740173E+02    0.374474555253982544E+02   -0.180663876092221700E+08   -0.609146350544151804E+01    1
    0.742466449737548828E+01    0.800538539886474609E+02    0.115968641638755798E+02    0.399789392948150635E+02   -0.178784684054451436E+08   -0.609396350544151844E+01    1
    0.774788856506347656E+02    0.184582591056823730E+03    0.123374381661415100E+02    0.333606928586959839E+02   -0.178523672757632583E+08   -0.609646350544151083E+01    1
    0.176713705062866211E+02    0.160991024971008301E+03    0.964978247880935669E+01    0.438899487257003784E+02   -0.176868718831472062E+08   -0.609896350544150234E+01    1
    0.314896345138549805E+02    0.250914931297302246E+02    0.149981626868247986E+02    0.244597941637039185E+02   -0.174520757725144550E+08   -0.610146350544149918E+01    1
    0.155151009559631348E+02    0.140339636802673340E+03    0.954244405031204224E+01    0.443902939558029175E+02   -0.173984658472671248E+08   -0.610396350544150579E+01    1
    0.726501107215881348E+02    0.191373503208160400E+03    0.954326838254928589E+01    0.491350263357162476E+02   -0.173132553509205133E+08   -0.610646350544152394E+01    1
    0.152772903442382812E+02    0.170882821083068848E+02    0.102619913220405579E+02    0.425148963928222656E+02   -0.162849116324368156E+08   -0.610896350544153233E+01    1
    0.169372534751892090E+03    0.440259575843811035E+02    0.908827722072601318E+01    0.395150005817413330E+02   -0.160496824625868108E+08   -0.611146350544151318E+01    1
    0.659591794013977051E+02    0.967621803283691406E+01    0.107278829813003540E+02    0.375182598829269409E+02   -0.159668652236731853E+08   -0.611396350544150202E+01    1
    0.202710032463073730E+02    0.131279873847961426E+03    0.851982861757278442E+01    0.452022880315780640E+02   -0.158808053696875647E+08   -0.611646350544151840E+01    1
    0.301391363143920898E+02    0.128723847866058350E+03    0.143029654026031494E+02    0.230991184711456299E+02   -0.155690167701089382E+08   -0.611896350544151613E+01    1
    0.295132040977478027E+02    0.969460964202880859E+02    0.100932186841964722E+02    0.347805887460708618E+02   -0.155306504063215442E+08   -0.612146350544151030E+01    1
    0.838054656982421875E+02    0.143826711177825928E+03    0.144896534085273743E+02    0.255083918571472168E+02   -0.153806368823830485E+08   -0.612396350544150803E+01    1
    0.189347708225250244E+03    0.127633452415466309E+02    0.123638793826103210E+02    0.350183933973312378E+02   -0.153413158386915457E+08   -0.612646350544151108E+01    1
    0.175237596035003662E+03    0.112059152126312256E+03    0.122902983427047729E+02    0.270682394504547119E+02   -0.152748315921773855E+08   -0.612896350544151858E+01    1
    0.475887775421142578E+02    0.478894352912902832E+02    0.996040284633636475E+01    0.335097283124923706E+02   -0.152600705730832629E+08   -0.613146350544150476E+01    1
    0.682400226593017578E+02    0.170774805545806885E+03    0.886067479848861694E+01    0.388049274682998657E+02   -0.151310876034730487E+08   -0.613396350544150160E+01    1
    0.535362005233764648E+02    0.595771789550781250E+02    0.132000124454498291E+02    0.251271665096282959E+02   -0.151208496613844391E+08   -0.613646350544149932E+01    1
    0.502678632736206055E+02    0.116588819026947021E+03    0.126801770925521851E+02    0.279620230197906494E+02   -0.150904356389979608E+08   -0.613896350544150327E+01    1
    0.669256091117858887E+02    0.603008747100830078E+02    0.103917682170867920E+02    0.367974400520324707E+02   -0.148505056911213398E+08   -0.614146350544151343E+01    1
    0.660723567008972168E+02    0.482852220535278320E+02    0.100345918536186218E+02    0.343992203474044800E+02   -0.148368146330481246E+08   -0.614396350544152714E+01    1
    0.150696361064910889E+03    0.122991895675659180E+03    0.100452294945716858E+02    0.364847928285598755E+02   -0.147490215591701809E+08   -0.614646350544152309E+01    1
    0.650605201721191406E+02    0.390904784202575684E+02    0.100586852431297302E+02    0.324246972799301147E+02   -0.147263472215742450E+08   -0.614896350544151282E+01    1
    0.141779363155364990E+03    0.832175374031066895E+02    0.131060859560966492E+02    0.303426206111907959E+02   -0.147174978083112650E+08   -0.615146350544152742E+01    1
    0.788103938102722168E+02    0.178354084491729736E+03    0.116715082526206970E+02    0.275522589683532715E+02   -0.147120685670744777E+08   -0.615396350544151360E+01    1
    0.889507293701171875E+02    0.168868863582611084E+03    0.797255158424377441E+01    0.456440776586532593E+02   -0.147096115925898720E+08   -0.615646350544150067E+01    1
    0.156788396835327148E+03    0.143537867069244385E+03    0.730420947074890137E+01    0.495995640754699707E+02   -0.146268533814303391E+08   -0.615896350544150195E+01    1
    0.124783611297607422E+03    0.402821898460388184E+02    0.106072032451629639E+02    0.311363935470581055E+02   -0.145096699718139097E+08   -0.616146350544151922E+01    1
    0.154211640357971191E+02    0.125352144241333008E+02    0.958191633224487305E+01    0.425137728452682495E+02   -0.144841060069384780E+08   -0.616396350544152849E+01    1
    0.162805950641632080E+03    0.180639338493347168E+03    0.810317337512969971E+01    0.424367159605026245E+02   -0.142058966591114476E+08   -0.616646350544150668E+01    1
    0.640101313591003418E+02    0.329798698425292969E+02    0.758783429861068726E+01    0.446256428956985474E+02   -0.142026185085856076E+08   -0.616896350544149996E+01    1
    0.127896547317504883E+02    0.905943632125854492E+02    0.816578686237335205E+01    0.443963617086410522E+02   -0.139849727452144623E+08   -0.617146350544152167E+01    1
    0.113048875331878662E+03    0.116066443920135498E+03    0.124429079890251160E+02    0.429914146661758423E+02   -0.137863160708477627E+08   -0.617396350544153449E+01    1
    0.139850282669067383E+03    0.125916075706481934E+03    0.852449923753738403E+01    0.477663725614547729E+02   -0.137717497671560235E+08   -0.617646350544151179E+01    1
    0.730878353118896484E+02    0.473995804786682129E+02    0.119146156311035156E+02    0.259385079145431519E+02   -0.137684240610161461E+08   -0.617896350544150152E+01    1
